40.993407,28.92279
40.996188,28.928648
40.997132,28.931034
41.000606,28.92376
41.001091,28.923848
41.001472,28.932322
41.001682,28.926593
41.001836,28.932966
41.002508,28.939778
41.002776,28.972169
41.002776,28.934736
41.003302,28.979326
41.003626,28.928458
41.003901,28.943598
41.004075,28.974669
41.005205,28.965802
41.00533,28.974476
41.005585,28.976609
41.005747,28.965544
41.005796,28.961462
41.005925,28.970806
41.005945,28.9565
41.006095,28.971837
41.006128,28.932901
41.006464,28.981514
41.006577,28.938036
41.006662,28.979196
41.006795,28.969455
41.006856,28.972061
41.006885,28.957181
41.00718,28.94554
41.00731,28.943437
41.007322,28.965475
41.00767,28.967492
41.007755,28.944971
41.007925,28.976091
41.007982,28.945561
41.008006,28.959219
41.008095,28.978089
41.008249,28.933041
41.008334,28.971484
41.008435,28.979849
41.008492,28.969068
41.008609,28.970507
41.008621,28.965098
41.008747,28.942354
41.008747,28.942354
41.008832,28.953082
41.008848,28.93433
41.008937,28.94997
41.009006,28.961022
41.009147,28.971504
41.009358,28.96027
41.009589,28.968688
41.009852,28.957502
41.009892,28.965579
41.009989,28.9529
41.010054,28.97425
41.010123,28.953941
41.010236,28.949006
41.010427,28.924231
41.010678,28.968371
41.010694,28.946495
41.011099,28.954305
41.011147,28.97305
41.011216,28.971054
41.011574,28.958308
41.011698,28.975635
41.01173,28.955282
41.011868,28.927704
41.012155,28.970008
41.012224,28.922483
41.012317,28.967844
41.012855,28.978347
41.013074,28.970248
41.013106,28.977855
41.013151,28.973028
41.013155,28.929383
41.013272,28.948566
41.013738,28.975709
41.013879,28.96761
41.014215,28.953415
41.0143,28.929485
41.014458,28.9537
41.014567,28.959397
41.014576,28.956286
41.014677,28.968306
41.014742,28.979733
41.015292,28.953222
41.015442,28.970174
41.015915,28.963994
41.015968,28.92515
41.016029,28.95157
41.016316,28.929726
41.016862,28.962727
41.017,28.947534
41.017356,28.9697
41.017733,28.967492
41.017753,28.945658
41.017777,28.960904
41.018004,28.953619
41.018028,28.953678
41.018465,28.966965
41.018571,28.946184
41.018716,28.925368
41.019048,28.943984
41.019319,28.960192
41.019445,28.940841
41.01976,28.957191
41.020084,28.946323
41.020274,28.944516
41.021477,28.962212
41.02176,28.947428
41.02176,28.947428
41.021954,28.957299
41.022045,28.959942
41.022148,28.962447
41.022229,28.956312
41.022375,28.952482
41.022383,28.950293
41.022614,28.954167
41.022796,28.958646
41.022796,28.958646
41.023476,28.960238
41.024026,28.957696
41.024318,28.944747
41.024395,28.958726
41.024496,28.956547
41.025074,28.951511
41.025151,28.953522
41.0266,28.933007
41.026867,28.945497
41.027264,28.95318
41.027329,28.948931
41.027551,28.942864
41.027988,28.956892
41.028,28.953608
41.028842,28.942782
41.028874,28.951388
41.028907,28.95138
41.028931,28.944135
41.029198,28.937707
41.029639,28.941549
41.030517,28.937173
41.031226,28.943073
41.033152,28.944881
41.033779,28.942815
41.034204,28.94597
41.035321,28.939972
41.037162,28.944907
41.038602,28.939726
41.039387,28.942568
41.004468,28.96279
